courseNumber,description
MUS180F,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180G,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180J,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180K,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180L,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180N,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180P,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180Q,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180R,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180S,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180T,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180U,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS180V,"2 units,  studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. voice; f. classical piano; g. jazz piano; i. harpsichord; j. carillon; k. jazz guitar; l. electric bass guitar; m. lute; n. classical guitar; o. viola da gamba; p. piano proficiency; q. organ; r. violin; s. viola; t. violoncello; u. double bass viol; v. harp. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181E,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181G,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181I,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181J,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181K,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181L,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181N,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS181P,"2 units, studio, 1 hour; individual study, 5-10 hours. prerequisite(s): consent of instructor. consists of an one-hour lesson and practice for 5 to 10 hours each week (see the note regarding fees under the major requirements section). offered as demand indicates. e. trumpet; f. trombone; g. tuba; i. french horn; j. flute; k. oboe; l. clarinet; m. bassoon; n. saxophone; o. recorder; p. percussion; r. bagpipe; s. scottish drums; z. caribbean steele pan. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of performance before a jury or at a recital. repeatable."
MUS256,"4 units, seminar, 3 hours; laboratory, 3 hours. prerequisite(s): graduate standing or consent of instructor;  math 004 or equivalent is recommended. covers electroacoustic and computer music composition techniques in the context of development of original pieces.  topics include electronic and computer music history and theory, as well as digital audio and sound processing theory (including synthesis techniques and real-time sound processing and instrument design)."
MUS290,"1 to 6 units, seminar 1 to 6 hours. prerequisite(s): graduate standing. directed studies. graded satisfactory (s) or no credit (nc). course is repeatable."
MUS301,"3 units, seminar, 2 hours; consultation, 1 hour. prerequisite(s): graduate standing. a program of weekly meetings and individual formative evaluation required of new music teaching assistants. covers instructional methods and classroom/section activities. conducted by department faculty. graded satisfactory (s) or no credit (nc)."
NASC092,"1 units, seminar, 10 to 15 hours per quarter. prerequisite(s): freshman or sophomore standing; or consent of instructor. introduction to one of the many areas of study explored by the faculty and alumni of natural and agricultural sciences in a small-group, highly interactive format. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 3 units of any combination of engr 092, hass 092, and nasc 092; students may enroll in only 1 unit of engr 092, hass 092, or nasc 092 per quarter."
NEM190,"1 to 4 units, individual study, 3 to 12 hours. prerequisite(s): consent of instructor and department chair. individual study, directed by a faculty member, to meet special curricular needs. a written report is required. course is repeatable."
NEM290,"1 to 6 units, prerequisite(s): graduate standing. individual studies on specially selected topics in nematology under the direction of a staff member. graded satisfactory (s) or no credit (nc)."
NRSC200A,"3 units, lecture, 3 hours. prerequisite(s): graduate standing or consent of instructor. the fundamentals of neuroscience in molecular and cellular mechanisms, neural and hormonal systems, and neural control of behavior. cross-listed with psyc 200a."
NRSC290,"1 to 6 units, individual study, 3 to 18 hours. prerequisite(s): graduate standing; consent of instructor. individual study, directed by a faculty member, of specially selected topics in neuroscience. graded satisfactory (s) or no credit (nc). course is repeatable."
PHIL005,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the nature of evil, its motivation, and its origins.  utilizes a variety of sources to examine these themes including classical philosophical texts and contemporary films.     credit is awarded for one of the following  phil 005 or phil 005h."
PHIL007,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. a practical examination of reasoning and argument topically illustrated.     credit is awarded for one of the following  phil 007 or phil 007h."
PHIL030E,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. introductory surveys of important periods and subjects in the history of western philosophy. topics include e. hellenic philosophy: pre-socratics through aristotle; f. hellenistic philosophy: epicureans, stoics, and skeptics; g. medieval philosophy; i. early modern philosophy; j. late modern philosophy; k. nineteenth-century philosophy; m. history of ethics; n. history of political philosophy."
PHIL114,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): one course in philosophy or consent of instructor. discusses how contemporary philosophers have examined human understanding as exemplified in science."
PHIL120E,"4 units,  lecture, 3 hours; extra reading, 3 hours. prerequisite(s): one course in philosophy or consent of instructor. each segment covers a major figure in ancient greek or roman philosophy. e. plato; f. aristotle; g. plato and aristotle; i. cicero; j. seneca; k. plutarch. credit is awarded for only one of phil 120e or phil 220e"
PHIL124,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cs 011/math 011 or cs 120a/ee 120a or cs 150 or phil 008 or phil 008h or consent of instructor. an introduction to first-order logic,  the core of the logic often used in contemporary philosophy, mathematics, computer science, and linguistics."
PHIL131,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): phil 001 or phil 001h or phil 002 or phil 002h or phil 003 or phil 003h or phil 003w or phil 003x or phil 004 or phil 005 or phil 006 or phil 007 or phil 007h or phil 008 or phil 008h or phil 009 or phil 009h or phil 010 or phil 010h or phil 012 or phil 030e or phil 030f or phil 030g or phil 030i or phil 030j or phil 030k or phil 030m or phil 030n. a discussion of some major issues and thinkers in the tradition dominant in twentieth-century british and american philosophy. philosophers discussed might include frege, russell, carnap, quine, kripke, and d. lewis."
PHIL152,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): phil 001 or phil 001h or phil 002 or phil 002h or phil 003 or phil 003h or phil 003w or phil 003x or phil 004 or phil 005 or phil 006 or phil 007 or phil 007h or phil 008 or phil 008h or phil 009 or phil 009h or phil 010 or phil 010h or phil 012 or phil 030e or phil 030f or phil 030g or phil 030i or phil 030j or phil 030k or phil 030m or phil 030n;  or consent of instructor. examines the character and consequences of several recent movements in continental philosophy, including hermeneutics, structuralism, deconstruction, and critical theory. discusses authors including heidegger, gadamer, habermas, derrida, and foucault."
PHIL169E,"4 units,  lecture, 3 hours; extra reading, 3 hours. prerequisite(s): one course in philosophy or consent of instructor.topics include e. ethics; f. aesthetics; g. political philosophy; i. social philosophy; j. philosophy of law."
PHIL190,"1 to 5 units, prerequisite(s): to be taken with the consent of the department chair as a means of meeting special curricular problems. course is repeatable to a maximum of 16 units."
PHIL195,"1 to 4 units, prerequisite(s): enrollment by request of student with approval of department chair . course is graded in progress (ip) until the thesis is completed. course is repeatable to a maximum of 8 units."
PHIL297,"1 to 6 units, prerequisite(s): graduate standing. graded satisfactory (s) or no credit (nc). course is repeatable."
PHIL299,"1 to 12 units, prerequisite(s): graduate standing.  graded satisfactory (s) or no credit (nc). course is repeatable."
PHYS002B,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): concurrent enrollment in   phys 02lb; math 007b, may be taken concurrently or math 009b, may be taken concurrently or math 09hb, may be taken concurrently; phys 002a with a grade of c- or better or phys 02ha with a grade of c- or better; phys 02la with a grade of c- or better or phys 02hla with a grade of c- or better. second part of the introductory course that covers the principles of physics underlying the biological and life sciences. topics include fluids and fluid flow; thermodynamics; mechanical oscillations; sound and light waves; geometrical optics; reflection; refraction; lens; microscopy; interference; and diffraction.     credit is awarded for one of the following  phys 002b,  phys 02hb,  phys 040b,  phys 040hb, or phys 041b."
PHYS02LA,"1 unit, laboratory, 3 hours. prerequisite(s): concurrent enrollment in   phys 002a; math 007a with a grade of c- or better or math 009a with a grade of c- or better, math 09ha with a grade of c- or better. illustrates the experimental foundations of physics presented in phys 002a. covers the basic principles of classical mechanics.     credit is awarded for one of the following  phys 02la or phys 02hla."
PHYS02LB,"1 unit, laboratory, 3 hours. prerequisite(s): concurrent enrollment in   phys 002b; math 007b, may be taken concurrently or math 009b, may be taken concurrently or math 09hb, may be taken concurrently; phys 002a with a grade of c- or better or phys 02ha with a grade of c- or better; phys 02la with a grade of c- or better or phys 02hla with a grade of c- or better. illustrates the experimental foundations of physics presented in phys 002b. topics include fluids and fluid flow; thermodynamics; mechanical oscillations; sound and light waves; geometrical optics; reflection; refraction; lens; microscopy; interference; and diffraction.     credit is awarded for one of the following  phys 02lb or phys 02hlb."
PHYS037,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none explores the most fundamental questions in cosmology, physics, and chemical sciences through their origins. topics include the origin of the universe, origin of matter, first generation of stars and galaxies,  origin of chemical elements, chemistry of life, and astrobiology."
PHYS111,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 010b, math 046, or equivalents; one of the following: phys 040d with a grade of c- or better, phys 041c with a grade of c- or better, phys 002c with a grade of b- or better. covers stellar interiors, radiations, and evolution; the origin of the elements; particle and electromagnetic radiation; pulsars, quasars, and other unusual objects; and galactic structure and cosmology."
PHYS130A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): math 009c,  math 010a (may be taken concurrently); one of the following: phys 002a or phys 02ha with a grade of b- or better,  phys 040a or phys 040ha with a grade of c- or better, phys 041a  with a grade of c- or better. explores vector calculus, single-particle motion, oscillations, lagrangian and hamiltonian dynamics, central-forces motion, and celestial mechanics."
PHYS139L,"5 units, lecture, 3 hours; laboratory, 6 hours. prerequisite(s): one of the following: phys 002b or phys 02hb with b- or better,  phys 040c or phys 040hc with a c- or better, phys 041b  with a c- or better, or consent of instructor. introduces basic analog and digital circuit designs that emphasize practical applications.  includes properties of diodes and transistors; operational amplifiers for use as amplifiers, oscillators, and function generators; properties and use of logic gates, counters, and timers; data storage and synchronization; multiplexer and decoder applications; microprocessor functions; and computer interfacing."
PHYS140L,"4 units, lecture, 2 hours; laboratory, 6 hours. prerequisite(s): phys 002c with a grade of b- or better or phys 02hc with a grade of b- or better or phys 040e with a grade of c- or better or phys 041c with a grade of c or better;  restricted to major(s) physics;  or consent of instructor. covers modern techniques of observational astronomy including digital optical imaging, photometry, spectroscopy, radio observations, error propagation and statistical inference. lab practicum includes calibrating digital images and spectra, computer programming for data analysis, quantifying uncertainties in astronomical measurements, and written communication of scientific results."
PHYS150A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): one of the following: phys 002b with b- or better, phys 040e with a c- or better, phys 041c  with a c- or better; or consent of instructor. covers properties of systems composed of many atoms arranged in a periodic lattice. topics include crystal structure, symmetry, and diffraction; crystal cohesion; lattice dynamics; thermal properties; metallic properties and the fermi surface; band theory of metals and semiconductors; and collective excitations."
PHYS190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): consent of department chair individual study to meet special curricular needs.  may not be used to satisfy major requirements unless taken as a replacement for a course not being offered during the student's remaining tenure. course is repeatable to a maximum of 9 units; a maximum of 5 units may be used to substitute for phys 142l."
PHYS206,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s):  graduate standing;  or consent of instructor. introduction to computational astrophysics emphasizing numerical simulations and their application to astrophysical problems. topics include numerical simulation data products, generation of initial conditions, n-body techniques, hydrodynamical techniques, and data visualization."
PHYS210A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): graduate standing; consent of instructor. covers topics in electrostatics, including coulomb potential, boundary value problems, multipoles, and dielectric media. also addresses laplace's equation and green's function in cartesian, spherical, and cylindrical coordinates."
PHYS231,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): graduate standing or consent of instructor. a study of analytic functions, cauchy's theorem, taylor series, laurent series expansions, the residue theorem, and analytic continuation."
PHYS236,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s):  graduate standing;  or consent of instructor. survey of common experimental techniques used in the field of condensed matter physics. topics include nanofabrication and characterization, advanced thin film growth methods, vacuum techniques, electrical and magnetic characterization, cryogenic instrumentation, optical measurements, x-ray techniques, data acquisition and analysis, and general lab techniques.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
PHYS244,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): graduate standing or consent of instructor. for phys 244 online section; enrollment in the online master-in-science in engineering program.  develops interactive visualization and data mining techniques for massive multidimensional datasets. this includes 3d visualization and interaction, fast data exploration and development of big data solutions for text and binary data-intensive applications. includes details of advanced data visualization techniques and the tools for handling and visualizing massive datasets."
PLPA134L,"1 units, laboratory, 3 hours. prerequisite(s): biol 005a, biol 005b, biol 005c, or equivalents; concurrent enrollment in biol 134/plpa 134; or consent of instructor. introduces fundamentals in the use of laboratory instruments and techniques for the isolation, cultivation, and identification of representatives of the major taxa of fungi. cross-listed with  biol134l."
PLPA190,"1 to 5 units, prerequisite(s): consent of instructor. to be taken as a means of meeting special curricular problems."
PLPA240,"1 units, field trips, prerequisite(s): graduate standing; consent of instructor. this course will deal with diagnosis of plant disease in the field, collection methods, identification of pathogens, and control methods. graded satisfactory (s) or no credit (nc)."
PLPA250,"1 units, seminar, 1 hour. prerequisite(s): graduate standing or consent of instructor. reports and discussions of selected topics in plant pathology by graduate students. graded satisfactory (s) or no credit (nc). course is repeatable."
PLPA297,"1 to 6 units, graded satisfactory (s) or no credit (nc). course is repeatable."
PLPA299,"1 to 12 units, prerequisite(s): . . graded satisfactory (s) or no credit (nc). course is repeatable."
POSC010,"5 units, lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. prerequisite(s): none. an introduction to the principles and practices of government.  focuses on the policy process and selected political issues in the united states. credit is awarded for only one of posc 010 or posc 010h or posc 010w."
POSC045,"1 units, intensive examination of specific political arenas, utilizing the expertise of prominent political practitioners. will be offered not more than once a quarter; can be repeated up to four times for credit."
POSC110,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): upper-division standing or consent of instructor. a study of the major schools of political thought of ancient times. covers political philosophers such as plato, aristotle, confucius, and ashoka. credit is awarded for only one of posc 110 or posc 110s."
POSC148S,"5 units, lecture, 3 hours; discussion, 1 hour; term paper, 3 hours. prerequisite(s): upper-division standing, posc 010 or posc 010h or posc 010w; or consent of instructor. an introduction to the politics of congressional elections.  topics include campaigning for congress, strategic behavior in the decision to run for election, incumbency, and money in congressional elections. credit is awarded for only one of posc 148, posc 148h, or posc 148s."
POSC154,"4 units, lecture, 3 hours; extra reading, 2 hours; term paper, 1 hour. prerequisite(s): upper-division standing or consent of instructor. examines the formation of the european union, its institutional structure, and its policy-making processes. explores its role in europe and in the world in the face of political and economic challenges."
POSC190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): consent of instructor and department chair. student prepares a written proposal endorsed by a supervising instructor, as a means of meeting individual curricular needs. course is repeatable to a maximum of 15 units."
POSC198I,"1 to 12 units, internship, 2 to 24 hours; reading and writing, 1 to 12 hours. prerequisite(s): a gpa of 2.70 or better; upper-division standing; consent of instructor. intern assignments in major political offices. students participate in and observe substantive theoretical analyses of political behavior and policy processes. course is repeatable to a maximum of 16 units."
POSC202A,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): posc 201;  graduate standing;  and consent of instructor. an introduction to statistical analysis. topics include descriptive statistics, probability, sampling distributions, parameter estimation, hypothesis testing, correlation, and bivariate regression analysis."
POSC299,"1 to 12 units, thesis 3 to 36 hours. prerequisite(s): graduate standing or consent of instructor. graded satisfactory (s) or no credit (nc). course is repeatable."
POSC301,"2 units, seminar, 1 hour; practicum, 3 hours. prerequisite(s): graduate standing in political science. a program of weekly meetings and individual formative evaluation required of new political science teaching assistants. covers instructional methods and classroom/section activities most suitable for teaching political science. conducted by departmental faculty or the teaching assistant development program. graded satisfactory (s) or no credit (nc)."
POSC302,"1 to 4 units, practicum, 2 to 8 hours; consultation, 1 to 4 hours. prerequisite(s): graduate standing and consent of instructor. required of all teaching assistants in the department. credit not applicable to graduate unit requirements. supervised teaching in college level classes under the supervision of the course instructor. graded satisfactory (s) or no credit (nc)."
PSYC001,"4 units, lecture, 3 hours; discussion, 1 hour. an introduction to psychology as an experimental science. emphasizes topics in cognitive (including learning, memory, sensation, perception), comparative, and physiological psychology."
PSYC002,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. emphasizes topics in developmental psychology, tests and measurements, social psychology, personality, and abnormal behavior."
PSYC011,"5 units, lecture, 3 hours; discussion, 2 hours. prerequisite(s): math 004 with a grade of c- or better or math 005a with a grade of c- or better or math 006a with a grade of c- or better or math 006b with a grade of c- or better or math 007a with a grade of c- or better or math 007b with a grade of c- or better or math 009a with a grade of c- or better or math 09ha with a grade of b or better or math 009b with a grade of c- or better or math 09hb with a grade of b or better or math 009c with a grade of c- or better or math 09hc with a grade of b or better or math 010a with a grade of c- or better or math 010b with a grade of c- or better or math 022 with a grade of c- or better; psyc 001 with a grade of c- or better; psyc 002 with a grade of c- or better; or a score on the math advisory exam sufficient for placement into math 022 or higher. covers descriptive and inferential statistics, measures of central tendency, variability, and correlation. introduces sampling distributions, statistical inference, and hypothesis testing."
PSYC110,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 001 with a grade of ""c-"" or better, or equivalents, or consent of instructor. explores the principles of neuroanatomy and neurophysiology and their relationship to brain function. topics include sensory and perceptual processes, biological aspects of learning and memory, motivation, emotion, language, and abnormal behavior."
PSYC112,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cbns 106 with a grade of ""c-"" or better or psyc 110 with a grade of ""c-"" or better or consent of instructor. studies how the nervous systems of vertebrates and invertebrates contribute to and control their behavior. focuses on aspects of sensory physiology with a brief orientation to the structure and function of nervous systems. emphasizes a top-down approach to neurobiology, with specific behaviors providing guidelines for an examination of neural mechanisms."
PSYC121,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cbns 106 or consent of instructor. a study of the development of nervous systems. examines the cellular and molecular mechanisms of neural development and the determinants of cell birth and death, axonal pathfinding, neuronal connections, and development of neural systems underlying behavior. cross-listed with cbns 121."
PSYC124,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cbns 106 with a grade of c- or better;  or consent of instructor. a study of the structure and function of motor and sensory systems in vertebrate and invertebrate nervous systems.     cross-listed with cbns 124."
PSYC125,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): cbns 120/psyc 120. examines synaptic neurotransmitter systems, mechanisms, and pharmacological agents and effects, which are fundamental to neural information processing. cross-listed with cbns 125."
