SDG Keywords,SDG
Vaccines developing countries,SDG3
Water Sanitation Hygiene,SDG3
Waterborne disease,SDG3
wellbeingwell beingwellbeing,SDG3
World Health Organisation,SDG3
Access education,SDG4
Basic education,SDG4
Basic literacy,SDG4
Basic literacy skills,SDG4
Cultural diversity,SDG4
Disability,SDG4
Disability education,SDG4
Early childhood,SDG4
Early childhood development,SDG4
Education,SDG4
Education sustainability,SDG4
Education developing,SDG4
Enrolment,SDG4
Equal access,SDG4
Equal education,SDG4
Equitable education,SDG4
Gender disparities education,SDG4
Gender disparity,SDG4
Gender equality,SDG4
Gender equity,SDG4
Gender sensitive,SDG4
Global citizenship,SDG4
Global education,SDG4
Inclusion education,SDG4
Inclusive,SDG4
Innovation,SDG4
International cooperation,SDG4
Learning opportunities,SDG4
Lifelong learning,SDG4
Literacy skills,SDG4
Preprimary education,SDG4
Primary education,SDG4
Qualified teachers,SDG4
Refugees learning,SDG4
School,SDG4
School enrolment,SDG4
Secondary education,SDG4
Teacher training,SDG4
Universal education,SDG4
Vocational training,SDG4
Womens rights,SDG4
Basic living standards,SDG5
Dignity,SDG5
Discrimination,SDG5
Employment,SDG5
Empower girls,SDG5
Empowerment,SDG5
Empowerment women empower women womens empowerment,SDG5
Equal opportunities,SDG5
Exploitation,SDG5
Female genital mutilation,SDG5
Forced marriage,SDG5
Gender,SDG5
Gender discrimination,SDG5
Gender equalityparity,SDG5
Governance gender,SDG5
Human rights,SDG5
Human trafficking,SDG5
Humanitarian,SDG5
Marginalised,SDG5
Parity,SDG5
Pay,SDG5
Reproductive rights,SDG5
Sexual reproductive health,SDG5
Sexual exploitation,SDG5
Sexual violence,SDG5
Social inclusion,SDG5
Trafficking,SDG5
Violence girls,SDG5
Violence women,SDG5
Women,SDG5
Women work,SDG5
Workplace equality,SDG5
Accessible water,SDG6
Affordable drinking water,SDG6
Cities,SDG6
Clean water,SDG6
Contaminated,SDG6
Defecation,SDG6
Diarrhoeal diseases,SDG6
Dumping,SDG6
Ecosystem protection,SDG6
Ecosystem restoration,SDG6
Equitable sanitation,SDG6
Floods,SDG6
Fresh water,SDG6
Hydropower,SDG6
Hygiene,SDG6
Improving water,SDG6
Inadequate water,SDG6
Inadequate water supply,SDG6
Infrastructure,SDG6
Lakes,SDG6
Latrines,SDG6
Open defecation,SDG6
Recycled water,SDG6
Reuse,SDG6
River basins,SDG6
Rivers,SDG6
Safe drinking water,SDG6
Sanitation,SDG6
Sanitation hygiene,SDG6
Sanitation management,SDG6
Sewerage,SDG6
Sustainable water management,SDG6
Sustainable withdrawals,SDG6
Third world,SDG6
Toilets,SDG6
Untreated wastewater,SDG6
Urban,SDG6
Wastewater treatment,SDG6
Water,SDG6
Water access,SDG6
Water disasters,SDG6
Water ecosystems,SDG6
Water efficiency,SDG6
Water harvesting,SDG6
Water quality,SDG6
Water resources management,SDG6
Water scarcity,SDG6
Water supply,SDG6
Waterrelated ecosystems,SDG6
Wateruse efficiency,SDG6
Affordable energy,SDG7
Alternative energy,SDG7
Animal waste,SDG7
Battery,SDG7
Carbon,SDG7
Charcoal,SDG7
Clean energy,SDG7
Clean energy technology,SDG7
Clean fuel technology,SDG7
Clean fuels,SDG7
Cleaner fossil fuel technology,SDG7
Climate goal,SDG7
Coal,SDG7
Electricity,SDG7
Electricity infrastructure,SDG7
Emissions,SDG7
Energy,SDG7
Energy efficiency,SDG7
Energy infrastructure,SDG7
Energy research,SDG7
Energy technology,SDG7
Fossilfuel,SDG7
Green economy,SDG7
Greenhouse gas,SDG7
Greenhouse gas emissions,SDG7
Low carbon,SDG7
Modern electricity,SDG7
Modern energy,SDG7
Reliable energy,SDG7
Renewable,SDG7
Renewable energy,SDG7
Renewable power,SDG7
Solar,SDG7
Solar energy,SDG7
Solar power,SDG7
Sustainable energy,SDG7
Sustainable energy services,SDG7
Sustainable power,SDG7
Vehicles,SDG7
Wave,SDG7
Wind,SDG7
Wind power,SDG7
Wind turbine,SDG7
Wood,SDG7
Aid trade,SDG8
Banking,SDG8
Child labour,SDG8
Child soldiers,SDG8
Creativity innovation,SDG8
Culture,SDG8
Decent work,SDG8
Decent work,SDG8
Development oriented policy,SDG8
Economic growth,SDG8
Economic productivity,SDG8
Economy,SDG8
Enterprises,SDG8
Equal pay,SDG8
Finance,SDG8
Financial services,SDG8
Forced labour,SDG8
GDP growth,SDG8
Global resource efficiency,SDG8
Global trade,SDG8
Gross domestic product growth,SDG8
Inclusive economic growth,SDG8
Insurance,SDG8
Job creation,SDG8
Jobs,SDG8
Labour market,SDG8
Micro finance,SDG8
Migrant workers,SDG8
Modern slavery,SDG8
Productive employment,SDG8
Public policy,SDG8
Quality jobs,SDG8
Resource efficiency,SDG8
Safe work,SDG8
Secure work,SDG8
Slavery,SDG8
Social policies,SDG8
Society,SDG8
Stable employment,SDG8
Stable jobs,SDG8
Sustainable consumption,SDG8
Sustainable economic growth,SDG8
Sustainable production,SDG8
Sustainable tourism,SDG8
Trade,SDG8
Wellpaid jobs,SDG8
Women migrants,SDG8
Work,SDG8
Work opportunities,SDG8
World trade,SDG8
Youth employment,SDG8
Youth unemployment,SDG8
Access internet,SDG9
Affordable access,SDG9
Affordable credit,SDG9
Clean technologies,SDG9
Cooperation,SDG9
Data banks,SDG9
Economic development,SDG9
Electrical power,SDG9
Environmentally sound technologies,SDG9
ICT infrastructure,SDG9
Industrial diversification,SDG9
Industrialisation,SDG9
Information communication technology,SDG9
Internet access,SDG9
Knowledge education,SDG9
Mobile networks developing countries,SDG9
National Security,SDG9
Network infrastructure,SDG9
Phone service,SDG9
Regional infrastructure,SDG9
Research,SDG9
Resilient infrastructure,SDG9
Resource use efficiency,SDG9
Roads,SDG9
Scientific research,SDG9
Sustainable industrialisation,SDG9
Sustainable infrastructure,SDG9
Technological capabilities,SDG9
Technology,SDG9
Transborder infrastructure,SDG9
Transport,SDG9
Value chains,SDG9
Value chains markets,SDG9
Water infrastructure,SDG9
Water resources,SDG9
Affordable housing,SDG10
Age,SDG10
Business,SDG10
Children,SDG10
Developing states,SDG10
Development assistance,SDG10
Disabilities,SDG10
Empower,SDG10
Equal opportunity,SDG10
Equity,SDG10
Ethnicity,SDG10
Financial assistance,SDG10
Foreign aid,SDG10
Foreign investment,SDG10
Global financial markets,SDG10
Homelessness,SDG10
Inclusion,SDG10
Income growth,SDG10
Income inequality,SDG10
Inequalities,SDG10
Inequality,SDG10
Migrant remittance,SDG10
Migration,SDG10
Population growth,SDG10
Race,SDG10
Racisim,SDG10
Reduce inequalities,SDG10
Religion,SDG10
Rural,SDG10
Sex,SDG10
Social protection,SDG10
Vulnerable nations,SDG10
Adaptable,SDG11
Adaptation,SDG11
Air quality,SDG11
Climate change,SDG11
Community,SDG11
Cultural heritage,SDG11
Decentralisation,SDG11
Development planning,SDG11
Disaster management,SDG11
Disaster risk reduction,SDG11
Disasters,SDG11
Fine particulate matter,SDG11
Green spaces,SDG11
Heritage,SDG11
Human settlements,SDG11
Impact cities,SDG11
Inadequate housing,SDG11
Informal settlements,SDG11
Land,SDG11
Land consumption,SDG11
local materials,SDG11
mitigation,SDG11
Natural disasters,SDG11
Natural heritage,SDG11
crowding,SDG11
Population,SDG11
Public spaces,SDG11
Public transport,SDG11
Resilient,SDG11
Resilient buildings,SDG11
Resource needs,SDG11
Risk reduction strategy,SDG11
Road safety,SDG11
Safe cities,SDG11
Shanty,SDG11
Smart cities,SDG11
Solid waste,SDG11
Suburban,SDG11
Sustainable buildings,SDG11
Sustainable citiescity,SDG11
Sustainable communities,SDG11
Sustainable urbanisation,SDG11
Town planning,SDG11
Transport systems,SDG11
Urban development,SDG11
Urban planning,SDG11
Urban sustainability,SDG11
Urbanisation,SDG11
Waste generation,SDG11
Waste management,SDG11
Waterrelated disasters,SDG11
Capitalism,SDG12
Cars,SDG12
Circular economy,SDG12
Commercial enterprises,SDG12
Consumer levels,SDG12
Consumerism,SDG12
Consumption,SDG12
Deep decarbonisation,SDG12
Ecological,SDG12
Efficient use resources,SDG12
Energy consumption,SDG12
Energy use,SDG12
Food losses,SDG12
Food supply,SDG12
Food waste,SDG12
Fossil fuel subsidies,SDG12
Future proof,SDG12
Global food waste,SDG12
Greenhouse gasses,SDG12
Harvest losses,SDG12
Life cycle,SDG12
Market distortions,SDG12
Materialism,SDG12
Materials goods,SDG12
Monitoring sustainable development,SDG12
Natural resources,SDG12
Obsolescence,SDG12
Production,SDG12
Recycle,SDG12
Reduce waste generation,SDG12
Reduction,SDG12
Responsible production chains,SDG12
Retail,SDG12
Retail industry,SDG12
Sustainable management,SDG12
Sustainable practices,SDG12
Sustainable public procurement,SDG12
Sustainable resource use,SDG12
Sustainable supply chain,SDG12
Wasteful consumption,SDG12
Water pollution,SDG12
Average global temperature,SDG13
Carbon dioxide,SDG13
Changing weather patterns,SDG13
Climate,SDG13
Climate action,SDG13
Climate adaptation,SDG13
Climate gender,SDG13
Climate infectious disease,SDG13
Climate politics,SDG13
Climate change management,SDG13
Climate change planning,SDG13
Climate change policy,SDG13
Climate early warning,SDG13
Climate hazards,SDG13
Climate impact,SDG13
Climate mitigation,SDG13
Climate refugees,SDG13
Climate related hazards,SDG13
Climate resilience,SDG13
CO2 capture,SDG13
CO2 conversion,SDG13
Ecosystems,SDG13
Extreme weather,SDG13
Extreme weather events,SDG13
Global mean temperature,SDG13
Global temperature,SDG13
Global warming,SDG13
Greenhouse gases,SDG13
Ice loss,SDG13
Lowcarbon economy,SDG13
Natural systems,SDG13
Ocean warming,SDG13
Paris Agreement,SDG13
Sea level rise Rising sea Rising sea level,SDG13
Temperature,SDG13
Warming,SDG13
Artisanal fishers,SDG14
Biodiversity,SDG14
Coastal biodiversity,SDG14
Coastal ecosystems,SDG14
Coastal habitats,SDG14
Coastal parks,SDG14
Coastal resources,SDG14
Coastlines,SDG14
Conserve,SDG14
Conserve oceans,SDG14
Coral bleaching,SDG14
Coral reef,SDG14
Ecosystem management,SDG14
Fish species,SDG14
Fish stocks,SDG14
Fish stocks FISHERIES MANAGEMENT,SDG14
Fishers,SDG14
Fishing,SDG14
Fishing practices,SDG14
Illegal fishing,SDG14
Marine areas,SDG14
Marine biodiversity,SDG14
Marine ecosystems,SDG14
Marine fisheries,SDG14
Marine pollution,SDG14
Marine resources,SDG14
Ocean,SDG14
Ocean acidification,SDG14
Ocean temperature,SDG14
Oceanography,SDG14
Oceans,SDG14
Productive oceans,SDG14
Protected areas,SDG14
Sea grasses,SDG14
Seas,SDG14
Sustainable ecosystems,SDG14
Unregulated fishing,SDG14
Water resources policy,SDG14
Animals,SDG15
Arable land,SDG15
Bees,SDG15
Biodiversity loss,SDG15
Conservation,SDG15
Ecosystem,SDG15
Extinct,SDG15
Extinct species,SDG15
Extinction,SDG15
Forest,SDG15
Forest management,SDG15
Forests,SDG15
Genetic resources,SDG15
Illegal wildlife products,SDG15
Illicit trafficking,SDG15
Indigenous populations,SDG15
Invasive alien species,SDG15
Land conservation,SDG15
Land degradation,SDG15
Land loss,SDG15
Land use sustainability,SDG15
Manage forests,SDG15
Managed forests,SDG15
Microorganisms,SDG15
Permaculture,SDG15
Plants,SDG15
Poaching,SDG15
Protected fauna,SDG15
Protected flora,SDG15
Protected species,SDG15
Soil,SDG15
Soil degradation,SDG15
Species,SDG15
Strategic plan biodiversity,SDG15
Terrestrial ecosystems,SDG15
Threatened species,SDG15
Tree,SDG15
Tree species,SDG15
Abuse,SDG16
Accountability,SDG16
Accountable institutions,SDG16
Arbitrary detention,SDG16
Arms,SDG16
Arms trafficking,SDG16
Birth registration,SDG16
Combat terrorism,SDG16
Conflict resolution,SDG16
Conflicts,SDG16
Corruption,SDG16
Enforced disappearance,SDG16
Flow arms,SDG16
Freedom,SDG16
Geography poverty,SDG16
Hate crime,SDG16
Illegal arms,SDG16
Illicit financial flows,SDG16
Inclusive institutions,SDG16
Inclusive societiessociety,SDG16
Institutions,SDG16
Internally displaced,SDG16
Judiciary,SDG16
Justice,SDG16
Justice,SDG16
Legal identity,SDG16
Nonviolence,SDG16
Organized crime,SDG16
Paris principles,SDG16
Peace,SDG16
Peaceful societies,SDG16
Physical abuse,SDG16
Police,SDG16
Prevent violence,SDG16
Psychological abuse,SDG16
Representative decisionmaking,SDG16
Rule law,SDG16
Security threats,SDG16
Sexual abuse,SDG16
Stolen assets,SDG16
Tax evasion,SDG16
Theft,SDG16
Transparency,SDG16
Unsentenced detainees,SDG16
Unstable societies,SDG16
Victims violence,SDG16
Violence women children,SDG16
Violence rates,SDG16
Weapon seizures,SDG16
Capacity building,SDG17
Civil society partnerships,SDG17
Communication technologies,SDG17
Debt sustainability,SDG17
Disaggregated data,SDG17
Doha Development Agenda,SDG17
Foreign direct investments,SDG17
Fostering innovation,SDG17
Free trade,SDG17
Fundamental principles official statistics,SDG17
Global partnership,SDG17
Global partnership sustainable development,SDG17
Global stability,SDG17
International aid,SDG17
International population housing census,SDG17
International support,SDG17
International support developing countries,SDG17
Knowledge sharing,SDG17
Multistakeholder partnerships,SDG17
Publicprivate partnerships,SDG17
Science cooperation agreements,SDG17
Technology cooperation agreements,SDG17
Technology transfer,SDG17
Weighted tariff average,SDG17
Women entrepreneurs,SDG17
World Trade Organization,SDG17
Caring country,Misc
CO2 emissions,Misc
Eco tourism,Misc
Ecology,Misc
Environmental,Misc
Environmental degradation,Misc
Environmental policy,Misc
Environmental sustainability,Misc
Equal rights economic resources,Misc
Ethical,Misc
Foodenergywater nexus Waterenergyfood nexus,Misc
Forced displacement,Misc
Good governance,Misc
Governance policy,Misc
Governance risk,Misc
Human wellbeing,Misc
Indigenous knowledge,Misc
Intergenerational,Misc
Irregular migration,Misc
Kaitiakitanga,Misc
Land locked developing countries,Misc
Least developed countries,Misc
Leave one behind,Misc
Low impact agriculture,Misc
Low impact farming,Misc
Low impact horticulture,Misc
Migrant rights,Misc
Migration policy,Misc
Policy coherence,Misc
Pollution AirSoilWater,Misc
Promotion shared responsibilities,Misc
Refugee crisis,Misc
Refugee rights,Misc
Reuse technologies,Misc
Small island developing states,Misc
Smart grid,Misc
Smart houses,Misc
Social protection policies,Misc
Social responsibility,Misc
Sustainability,Misc
Sustainable development,Misc
Sustainable Development Goals,Misc
Sustainable development indicators,Misc
Sustainable public transport,Misc
Sustainable societies,Misc
Sustainable transport,Misc
Technology sustainable development,Misc
Teleworking,Misc
Transboundary cooperation,Misc
Water sensitive revitalisation,Misc
Wellbeing,Misc
