courseNumber,description
PSYC117,"4 units, seminar, 3 hours; extra reading, 3 hours. prerequisite(s): cbns 106 with a grade of ""c-"" or better or psyc 110 with a grade of ""c-"" or better. surveys the neural basis of mental processes, focusing on memory and consciousness and their behavioral manifestations.  emphasizes current research literature."
PSYC120L,"4 units, lecture, 1 hour; discussion, 1 hour; laboratory, 3 hours; written work, 3 hours. prerequisite(s): cbns 120, may be taken concurrently or psyc 120, may be taken concurrently;  or consent of instructor. laboratory experiments using electrophysiological, chemical, and anatomical research methods fundamental to understanding neurons and neural systems.     cross-listed with cbns 120l."
PSYC132,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 001, psyc 002, psyc 011, psyc 012 with grades of ""c-"" or better; or equivalents; or consent of instructor. an analysis of the role played by sensory mechanisms, experiences, expectations, and needs in recognizing objects in the environment."
PSYC142,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 002. introduction to the field of industrial/organizational psychology covering fundamental theory and research in personnel and organizations. topics include employee selection and training, performance appraisal, motivation, organizational dynamics, leadership, and job satisfaction."
PSYC166A,"4 units,lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 001, psyc 002, psyc 011, psyc 012 all with grades of ""c-"" or better; or consent of instructor. covers current theory and research on development during the period of infancy. addresses the key biological, cognitive, emotional, and social developments during this period."
PSYC178,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): psyc 002 or soc 001 or soc 001h. an examination of the importance of interpersonal relationships to physical health and effective medical care. applies social psychological perspectives to such topics as stress-related diseases, placebo effects, doctor-patient interactions, dying, and the hospital environment."
PSYC182E,"5 units, lecture, 3 hours; research, 3 hours; term paper, 3 hours. prerequisite(s): for psyc 182e: psyc 160 or psyc 161 or psyc 162 or psyc 163 with a grade of c- or better or consent of instructor; for psyc 182f: psyc 132 with a grade of c- or better or consent of instructor; for psyc 182g: psyc 140 and psyc 150 with a grade of c- or better or consent of instructor; for psyc 182i: psyc 012 with a grade of c- or better or consent of instructor; for psyc 182j; psyc 132 or psyc 134 with a grade of c- or better or consent of instructor; for psyc 182k: psyc 012 with a grade of c- or better or consent of instructor; for psyc 182m: psyc 134 with a grade of c- or better or consent of instructor; for psyc 182n: psyc 160 or psyc 161 or psyc 162 or psyc 163 with a grade of c- or better or consent of instructor. provides hands-on experience in various research approaches in psychology. involves in-class discussion of research design and methods as well as outside data collection.  e.   child development;  f.   sensation and perception;  g.   social and personality psychology;  i.   motor behavior;  j.   attention and memory;  k.   design and implementation of experiment;  m.   measuring and training cognition;  n.   adult development and aging;   course is repeatable as content or topic changes to a maximum of 15 units."
PSYC182J,"5 units, lecture, 3 hours; research, 3 hours; term paper, 3 hours. prerequisite(s): for psyc 182e: psyc 160 or psyc 161 or psyc 162 or psyc 163 with a grade of c- or better or consent of instructor; for psyc 182f: psyc 132 with a grade of c- or better or consent of instructor; for psyc 182g: psyc 140 and psyc 150 with a grade of c- or better or consent of instructor; for psyc 182i: psyc 012 with a grade of c- or better or consent of instructor; for psyc 182j; psyc 132 or psyc 134 with a grade of c- or better or consent of instructor; for psyc 182k: psyc 012 with a grade of c- or better or consent of instructor; for psyc 182m: psyc 134 with a grade of c- or better or consent of instructor; for psyc 182n: psyc 160 or psyc 161 or psyc 162 or psyc 163 with a grade of c- or better or consent of instructor. provides hands-on experience in various research approaches in psychology. involves in-class discussion of research design and methods as well as outside data collection.  e.   child development;  f.   sensation and perception;  g.   social and personality psychology;  i.   motor behavior;  j.   attention and memory;  k.   design and implementation of experiment;  m.   measuring and training cognition;  n.   adult development and aging;   course is repeatable as content or topic changes to a maximum of 15 units."
PSYC203A,"3 units, lecture, 3 hours. prerequisite(s):  restricted to major(s) biomedical sciences, neuroscience, psychology;  graduate standing;  or consent of instructor. addresses cognitive theories and cognitive neuroscience approaches to the study of perception, attention, and action.   course is repeatable to a maximum of 6 units."
PSYC211,"4 units, lecture, 3 hours; laboratory, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. examines basic issues related to the application of statistical inference, effect size estimation, and significance tests to various research paradigms in psychology. discusses aspects of psychological measurement and the appropriateness of particular statistical techniques to different types of psychological data."
PSYC227,"3 units, lecture, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. covers laboratory and field research methods, personality and dependent variable measurement, research design, bias and artifacts, and meta-analysis.  also addresses interview and surveys, focus groups, research publication, and ethics."
PSYC233,"3 units, lecture, 3 hours. prerequisite(s):  restricted to major(s) biomedical sciences, psychology;  graduate standing;  or consent of instructor. develops skills in various research methodologies currently available to cognitive scientists including programming languages, computational approaches, and neuroimaging methods (eeg, mri, tms). emphasizes learning to implement the method. includes critically examining assumptions of the method in how it is being used to address theoretical and empirical questions.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor. course is repeatable to a maximum of 9 units."
PSYC270,"2 units, seminar, 2 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. discusses selected research topics in quantitative psychology. emphasizes contemporary research design and quantitative problems relevant to the on going research areas of graduate students and faculty.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 16 units."
PSYC283,"1 unit, seminar, 1 hour; written work, 4 hours per quarter; extra reading, 1 to 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. presentations by students, departmental faculty, or visiting scholars describing current research in cognitive psychology.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 15 units."
PSYC284,"1 unit, seminar, 1 hour; written work, 4 hours per quarter; extra reading, 1 to 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. presentations by students, departmental faculty, and visiting scholars describing current research in developmental psychology.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 15 units."
PSYC285,"1 unit, seminar, 1 hour; written work, 4 hours per quarter; extra reading, 1 to 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. presentations by students, departmental faculty, and visiting scholars describing current research in social/personality psychology.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 15 units."
PSYC286E,"1 unit, seminar, 9 hours per quarter; extra reading, 18 hours per quarter. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. discusses assigned readings on the study of diversity and inequality through the lens of psychology and related disciplines. includes presentations by students, faculty, and visiting scholars describing current research in diversity and inequality.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 15 units."
PSYC286F,"1 unit, seminar, 9 hours; extra reading, 18 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. discusses assigned readings on the study of health and well-being through the lens of psychology and related disciplines. includes presentations by students, faculty, and visiting scholars describing current research in health and well-being.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 15 units."
PSYC287,"1 unit, colloquium, 1 hour. prerequisite(s):  restricted to major(s) neuroscience, psychology;  graduate standing;  or consent of instructor. involves oral presentations on current research topics in neuroscience by visiting scholars, faculty, and students.  graded satisfactory (s) or no credit (nc). course is repeatable.  cross-listed with nrsc 287."
PSYC289,"2 units, seminar, 2 hours. prerequisite(s): graduate standing or consent of instructor. an interdisciplinary seminar consisting of student presentations and discussion of selected topics in neuroscience. content and instructor(s) vary each time course is offered. students who present a seminar receive a letter grade; other students receive a satisfactory (s) or no credit (nc) grade. course is repeatable. cross-listed with bch 289, biol 289, chem 289, entm 289, and nrsc 289."
PSYC291,"1 to 6 units, research, 3 to 18 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. a program of study designed to advise and assist candidates who are preparing for doctoral examinations. units do not count toward the master's degree.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC292,"1 to 4 units, research, 3 to 12 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. each 292 course will be taken concurrently with a 100-series course, but on an individual basis. it will be devoted to specific additional projects related to the 100-series course. faculty guidance and evaluation will be provided through the quarter.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC296,"3 units, research, 6 hours; extra reading, 3 hours; written work, 3 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. research performed under the supervision of a faculty advisor.   course is repeatable to a maximum of 18 units."
PSYC297,"1 to 6 units, research, 3 to 18 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. minor research studies or exploratory work toward the development of the dissertation problem.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC299,"1 to 12 units, thesis, 3 to 36 hours. prerequisite(s):  restricted to major(s) psychology;  graduate standing;  or consent of instructor. research for thesis or dissertation.  graded satisfactory (s) or no credit (nc). course is repeatable."
PSYC309B,"3 units, seminar, 3 hours. prerequisite(s): graduate standing in psychology.  designed for advanced graduate students planning a teaching and/or research career in psychology. covers teaching; conducting research; interviewing, writing, and oral presentation skills; the academic job market and the job application process; and nonacademic careers. graded satisfactory (s) or no credit (nc)."
PBHL200,"4 units, lecture, 3 hours; activity, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. provides an introductory survey of the history, science, and principles of public health. examines the major causes of morbidity and mortality in inland southern california, the united states, and globally.  introduces public health perspectives on health and illness, health inequities, and public health policy and practice locally, nationally, and globally."
PBHL201,"4 units, lecture, 3 hours; activity, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. aims to develop public health researchers who are deeply committed to driving meaningful change. offers a practical exploration of the principles and practices of public health research such as design, communication, advocacy, and intervention with a central focus on health equity."
PBHL202A,"4 units, lecture, 3 hours; activity, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. covers the theories and practices that describe and influence community health promotion. includes examining the personal, social, and environmental factors that influence health status and behaviors, as well as the influence of individuals, groups, institutions, societal structures, and policies on these behaviors."
PBPL001,"4 units, lecture, 3 hours; discussion, 1 hour. introduces the basic concepts and processes underlying policy analysis. includes application of these concepts to economic and budgetary policy, health care policy, welfare and social security policy, education policy, and environmental and energy policy"
PBPL002,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the political institutions and processes that govern public policy in the united states and the tools and techniques used in public policy analysis. part i presents policymaking models and methods of policy analysis. part ii applies these concepts to specific policy areas, illustrated by real-world case studies."
PBPL004,"4 units, lecture, 3 hours; discussion, 1 hour. examines extent to which issues of fairness, social justice, and morality should factor into the choice of public policies.  includes trade-off between social justice and efficiency; actors whose value perspectives often reflect public policy; ethical standards to which policy makers and practitioners are held; and professionalism in public service."
PBPL006,"4 units, lecture, 3 hours; discussion, 1 hour. introduces the field of public health as a multidisciplinary area of research and practice. provides an appreciation of its approaches, goals, and history. surveys its many conceptual and methodological tools for addressing a range of health issues."
PBPL010,"4 units, lecture, 3 hours; discussion, 1 hour. provides an introduction to the fundamental concepts of geographic information systems (gis), geographic information science (giscience), and their application to public policy and social science research. also covers the use of geographic data and software in public policy and related practice."
PBPL050,"2 units, lecture, 1 hour; written work, 3 hours. prerequisite(s): none. introduces the public policy major. provides opportunities to engage with public policy faculty and advisors to learn about research and program requirements. explores the structure, culture, and various support systems in place in the university. addresses student success in the major.  graded satisfactory (s) or no credit (nc)."
PBPL127,"4 units, lecture, 3 hours; discussion, 1 hour; extra reading, 5 hours; research, 3 hours. prerequisite(s): soc 001 with a grade of c- or better or soc 001h with a grade of c- or better;  or consent of instructor. introduces the role that social factors play in shaping the occurrence and distribution of disease and death in populations with an emphasis on socioeconomic status, racism, social relationships and social stress. a particular emphasis is placed on sociological origins of health inequalities.     cross-listed with soc 127."
PBPL172,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): econ 003 or econ 003h;  restricted to class level standing of junior, or  senior. provides overview of united states and california environmental policy. examines economic and political justification for government intervention, different policy tools available to improve environmental quality, and the political, legal, and economic forces that determine policy outcomes. reviews current environmental issues including climate change, air quality, water quality, and energy policy."
PBPL180,"4 units, lecture, 3 hours; individual study, 2 hours; written work, 1 hour. prerequisite(s):  restricted to class level standing of junior, or  senior. explores various topics of public policy within the instructor's area of specialization.   course is repeatable as content or topic changes to a maximum of 12 units."
PBPL182,"4 units, lecture, 3 hours; discussion, 1 hour; term paper, 1 hour. prerequisite(s):  restricted to class level standing of junior, or  senior. an interdisciplinary examination of selected urban problems such as civil disorders, transportation, housing, welfare, and planning.     cross-listed with soc 182, and urst 182.  credit is awarded for one of the following  pbpl 182,  soc 182,  urst 182, or pbpl 178."
PBPL186,"4 units, lecture, 3 hours; written work, 3 hours. prerequisite(s): econ 003 or econ 003h;  or consent of instructor. an overview of randomized impact evaluation as a tool of the causal revolution in development economics. introduces experimental methods and covers the application of those methods to conducting impact evaluations in a range of development settings including education, health, labor, and economics of the firm, microfinance, environment, and political economy.     cross-listed with econ 186."
PBPL191,"2 units, seminar, 2 hours. prerequisite(s): upper-division standing or consent of instructor. seminars by faculty, invited policy scholars, and policy makers on timely policy issues facing the region, state, nation, and the world, such as economic and budgetary policy, health care policy, welfare and social security policy, education policy, environmental and energy policy, and foreign policy. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 12 units."
PBPL198I,"1 to 12 units, written work, 1 to 12 hours; internship, 2 to 24 hours. prerequisite(s): junior standing in public policy; consent of instructor. internship in a public or quasi-public agency or business concern in matters relating to public policy. course is repeatable to a maximum of 16 units."
PBPL200,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. studies the process by which policy decisions are made. focuses on the analytical tools (benefit-cost, cost effectiveness, decision tree, and optimization analysis) that are used to choose among competing proposals as well as the analytical motivations for choice."
PBPL205,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. introduces research design and techniques for writing graduate-level research papers. covers measurement, sampling, experimental and quasi-experimental designs, survey research and instrumentation, field research, and research using available data. also introduces data processing, elementary statistics, and data visualization techniques.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
PBPL222,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s):  graduate standing;  or consent of instructor. examines the normative bases of public policies; in other words, the extent to which issues of fairness, social justice, and morality should factor into the choice of public policies.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
PBPL233,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s):  graduate standing;  or consent of instructor. theory and practice of environmental economics and its application to environmental policymaking. applies tools of economic theory to problems of managing natural resources and environmental quality, with particular emphasis on externalities, sustainability, pollution control, resource extraction, and environmental valuation. alternative public policy instruments for environmental management are considered and evaluated.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor.   credit is awarded for one of the following  pbpl 233 or econ 226."
PBPL270F,"4 units, seminar, 3 hours; term paper, 1 hour; research, 2 hours. prerequisite(s): graduate standing or consent of instructor. introduces the experiences of immigrants in the southwest borderland region of the u.s. explores immigration history, trends, and legislation. examines the immigration policy impact on economic and health indicators as well as the family systems and dynamics. attention to change strategies used to empower the immigrant community. may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor"
PBPL298I,"1 to 12 units, internship, 2 to 24 hours; written work 1 to 12 hours. prerequisite(s): graduate standing or consent of instructor. internship in a public or quasi-public agency concerning matters relating to public policy.  graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 16 units."
RLST012,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the meanings, origins, and functions of religion; the roles of myths, rituals, and symbols; and images of transcendence. examines religious beliefs and expressions from diverse cultural perspectives. utilizes materials from indigenous native (north and south) american, african american, and/or asian american religions. cross-listed with etst 012. credit is awarded for only one of etst 012/rlst 012 or etst 012h/rlst 012h."
RLST016,"4 units, lecture, 3 hours; discussion, 1 hour. introduces sexuality studies within the comparative study of religion, rooted in the theoretical frameworks of gender and sexuality studies. explores the central themes of transnationalism and global dynamics of power. focuses on critical heterosexuality studies with some lgbt studies and an underlying queer studies perspective.     cross-listed with gsst 016.  credit is awarded for one of the following  rlst 016,  gsst 016,  gsst 016h, or rlst 016h."
RLST100,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s): one religious studies course or upper-division standing or consent of instructor. a survey of critics and defenders of religion who debate meanings and functions of religion in relation to modern challenges such as religious pluralism, secularism, and scientific inquiry.  addresses topics of assigned instructor's expertise"
RLST105,"4 units, lecture, 3 hours; written work, 2 hours; term paper, 1 hour. prerequisite(s): restricted to class level standing of sophomore, junior, or  senior. focuses on the intersections between gender, sexuality, and religion in islamicate societies. discusses the ways in which those formations have been shaped by histories of slavery, imperialism, colonialism, human rights discourses, neoliberalism, contemporary practices of islamophobia, nationalism, and global lgbtq activism.     cross-listed with gsst 110, and meis 110."
RLST114,"4 units, lecture, 3 hours; research, 3 hours. prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. introduces the indian religion of jainism. explores various aspects of jainism including history, sectarian divisions, texts, doctrines, practices, and its relationship with other indian traditions."
RLST126,"4 units, lecture, 3 hours; research, 3 hours. prerequisite(s): upper-division standing or consent of instructor. examines zionism and the state of israel in the period from the first zionist congress in 1896 to the present.  addresses religious, social, economic, and political aspects of the jewish state. cross-listed with hist 127."
RLST140,"4 units, seminar, 3 hours; written work, 6 hours. prerequisite(s):  restricted to class level standing of junior, or  senior. prepares to undertake independent research of literary sources in south asian religious traditions. focuses on the linguistic landscape of sanskrit within the context of religious and culturally revered literary texts. topics include literature, translation theories, and introductory grammatical and syntactic analysis."
RLST150,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s): upper-division standing or consent of instructor. introduces the religious, intellectual, and cultural history of muslim southeast asia. includes indonesia, malaysia, and brunei, as well as minority communities in singapore, thailand, cambodia, and the southern philippines. examines a series of contextualized readings in translated primary sources. approaches texts from historical, anthropological, literary, and other disciplinary perspectives. cross-listed with seas 150."
RLST162,"4 units, lecture, 3 hours; extra reading, 3 hours. prerequisite(s): one religious studies course or upper-division standing or consent of instructor. introduces complex religious and social issues related to the role of women in modern islamic societies ranging from north america to southeast asia. examines muslim writings produced during the past century. cross-listed with gsst 162."
RLST193,"4 units, seminar, 3 hours; written work, 3 hours. prerequisite(s): upper-division standing or consent of instructor advanced undergraduate study of specific religious texts, traditions, or key underlying themes as set by the  instructor.  topics vary each year."
RLST197,"1 to 2 units, individual research, 3 to 6 hours. prerequisite(s): upper-division standing or consent of instructor. directed individual research. normally graded satisfactory (s) or no credit (nc), but students may petition the instructor for a letter grade on the basis of assigned extra work or examination. course is repeatable to a maximum of 4 units."
RLST203,"4 units, seminar, 3 hours; term paper, 1 hour; extra reading, 2 hours. prerequisite(s):  graduate standing;  or consent of instructor. advanced topics in the critical study of religion, history, social theory, and hermeneutics. this course serves as the core course for the hermeneutics and history ph.d. track in religious studies."
RLST241,"4 units, seminar, 3 hours; research, 3 hours. prerequisite(s): graduate standing or consent of instructor. focusing on the sikh sacred text as a primary example, investigates the intellectual and emotional factors underlying the composition, copying, canonization, and transmission of sacred texts, with attention to issues of production and reception in historical communities. may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor."
RLST290,"1 to 5 units, research, 3 to 15 hours. prerequisite(s): graduate standing; consent of instructor and graduate advisor. advanced work in a topic or topics appropriate to the student's special interests and needs. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 12 units."
RLST291,"1 to 12 units, individual study, 3 to 36 hours. prerequisite(s): consent of instructor; doctoral standing. program of study designed to advise and assist candidates who are preparing for qualifying examinations. graded satisfactory (s) or no credit (nc). course is repeatable."
RLST292,"1 to 4 units, research, 3 to 12 hours. prerequisite(s): concurrent enrollment in a rlst-100 level course; graduate standing; consent of instructor. taken concurrently with a 100-level rlst course, but on an individual basis. devoted to completion of a graduate paper based on research related to the 100-level course. faculty guidance and evaluation is provided throughout the quarter. rlst 190, rlst 193, rlst 195, rlst 197, and rlst 198-i may not be used for this course arrangement. graded satisfactory (s) or no credit (nc). course is repeatable."
RLST297,"1 to 6 units, research, 3 to 18 hours. prerequisite(s): consent of instructor; graduate standing individualized research under the sponsorship of specific faculty members. graded satisfactory (s) or no credit (nc). course is repeatable."
RLST299,"1 to 12 units, research, 3 to 36 hours. prerequisite(s): graduate standing; satisfactory completion of the ph.d. qualifying examination. research, under the direction of a faculty member, for preparation of the thesis or dissertation. graded satisfactory (s) or no credit (nc). course is repeatable."
RLST401,"1 unit, colloquium, 1 hour. prerequisite(s):  graduate standing;  or consent of instructor. religious studies research colloquium participation.  graded satisfactory (s) or no credit (nc). course is repeatable as content or topic changes to a maximum of 6 units."
MDCL230,"1 unit, lecture, 3 hours; discussion, 2 hours. prerequisite(s): restricted to major(s) medicine, medicine-prime; and consent of instructor. introduces prime candidates to the overall expectations and requirements of the program. course duration is two weeks. pass/fail"
MDCL231,"10.5 units, lecture, 67.5 hours per quarter; discussion, 30 hours per quarter; laboratory, 20.5 hours per quarter; clinic, 15 hours per quarter. prerequisite(s): restricted to major(s) medicine, medicine-prime. covers basic principles of disease processes, genetics, and molecular, cellular, and development biology. instruction is driven by cases and accomplished through lectures and discovery in small group discussions, laboratories, and conferences. also covers aspects of anatomy, doctoring, case-based learning, patient examination, and the longitudinal ambulatory clinical experience. graded in progress (ip) until mdcl 231, mdcl 232, mdcl 233, mdcl 234 and mdcl 235 are completed, at which time a final grade is assigned."
MDCL232,"17.5 units, lecture, 113 hours per quarter; discussion, 45 hours per quarter; laboratory, 28 hours per quarter; clinic, 36 hours per quarter. prerequisite(s): restricted to major(s) medicine, medicine-prime. covers physiology, pathophysiology, physical diagnosis and imaging in the cardiovascular, renal and respiratory sciences. instruction is driven by cases and accomplished through lectures and discovery in small group discussions, laboratories, and conferences. also covers aspects of anatomy, doctoring, case-based learning, patient examination, and the longitudinal ambulatory clinical experience. graded in progress (ip) until mdcl 231, mdcl 232, mdcl 233, mdcl 234 and mdcl 235 are completed, at which time a final grade is assigned."
MDCL236,"14 units, lecture, 97 hours per quarter; discussion, 28 hours per quarter; laboratory, 10 hours per quarter; clinic, 42 hours per quarter. prerequisite(s):  restricted to major(s) medicine, medicine-prime;  and consent of instructor. covers pathophysiology, pharmacology, physical diagnosis & treatment of infectious diseases, clinical hematology, oncology, epidemiology & clinical reasoning skills. utilizes weekly cases presented through lecture, small group discussion & laboratories. also covers aspects of anatomy, doctoring, patient examination & lace. includes case-based learning.    graded in progress (ip) until mdcl 236, mdcl 237, mdcl 238, mdcl 239 and mdcl 240 are completed, at which time a final grade of pass is assigned.   credit is awarded for one of the following  mdcl 236 or bmsc 236."
MDCL237,"12 units, lecture, 62 hours per quarter; discussion, 44 hours per quarter; laboratory, 36 hours per quarter; clinic, 33 hours per quarter. prerequisite(s): restricted to major(s) medicine, medicine-prime; and consent of instructor. advanced clinical perspective of anatomy, physiology, pathophysiology, physical diagnosis & imaging in the cardiovascular, renal & respiratory sciences. utilizes weekly cases presented through lecture, small group discussions, laboratories & conferences. also covers aspects of anatomy, doctoring, patient examination & lace. includes problem-based learning. graded in progress (ip) until mdcl 236, mdcl 237, mdcl 238, mdcl 239 and mdcl 240 are completed, at which time a final grade is assigned."
MDCL241,"10 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in internal medicine.  pass/fail/honors"
MDCL242,"10 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in surgery.  pass/fail/honors"
MDCL243,"8 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in pediatrics.  pass/fail/honors"
MDCL244,"8 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in obstetrics/gynecology.  pass/fail/honors"
MDCL245,"5 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in family medicine. pass/fail/honors."
MDCL246,"5 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in psychiatry. pass/fail/honors."
MDCL246D,"1 unit, clinical, 44 hours per quarter. prerequisite (s): third year standing in medical school. third year required clerkship in psychiatry. part 4 of 4. pass/fail/honors."
MDCL247,"2.5 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in emergency medicine. pass/fail/honors."
MDCL247D,"1 unit, clinical, 36 hours per quarter. prerequisite (s): third year standing in medical school. third year required clerkship in emergency medicine. part 4 of 4. pass/fail/honors."
MDCL248B,"1 unit, clinical, 36 hours per quarter. prerequisite(s):  restricted to major(s) medicine, medicine-prime. third year required clerkship in longitudinal ambulatory care experience (lace). part 2 of 4.  pass/fail/honors  graded in progress (ip) until mdcl 248a, mdcl 248b, mdcl 248c and mdcl 248d are completed, at which time a final grade is assigned."
MDCL248D,"1 unit, clinical, 36 hours per quarter.  prerequisite(s):  restricted to major(s) medicine, medicine-prime. third year required clerkship in emergency medicine. part 4 of 4. pass/fail/honors."
MDCL249,"2.5 units, clinic, 40 hours. prerequisite(s):  restricted to department(s) school of medicine;  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year required clerkship in neurology. pass/fail/honors."
MDCL250,"8 units, clinical, 240 hours per quarter. prerequisite (s): fourth year standing in medical school. fourth year required sub-internship in one of the following specialties: family medicine, internal medicine, pediatrics, obstetrics/gynecology, general surgery, or psychiatry. course is repeatable as content/topics change. pass/fail/honors."
MDCL251,"8 units, clinical, 240 hours per quarter . prerequisite (s): fourth year standing in medical school. fourth year required radiology rotation. pass/fail/honors."
MDCL252,"8 units, clinical, 240 hours per quarter . prerequisite (s): fourth year standing in medical school. fourth year required critical care rotation. pass/fail/honors."
MDCL254,"8 units, clinical, 240 hours per quarter . prerequisite (s): fourth year standing in medical school. fourth year required elective rotation. pass/fail/honors."
MDCL289,"1 to 3 units, lecture, 3 to 9  hours per quarter. prerequisite(s):  restricted to major(s) medicine, medicine-prime. seminar course presenting various relevant topics in medicine.  content and instructor(s) may vary each time course is offered. course is repeatable as content or topic changes.  pass/fail."
MDCL290,"1 to 6 units, lecture, 3 to 18 hours per quarter. prerequisite(s):  restricted to major(s) medicine, medicine-prime;  and consent of instructor. experimental or literature studies on specifically selected topics under direction of a staff member. course is repeatable. pass/fail."
MDCL293,"1 unit, clinic, 10 hours per quarter. prerequisite(s):  restricted to major(s) medicine, medicine-prime;  and consent of instructor. third year medical school elective.  course is repeatable as content or topic changes. pass/fail/honors."
SEHE001,"4 units, lecture, 3 hours; discussion, 1 hour; activity, 1 hour; extra reading, 1 hour. introduces humanities and social sciences approaches in environmental studies to examine how society and human values affect the natural environment. topics include agriculture and food security, biodiversity conservation, climate change, and deforestation. introduces the role of race, class, and gender in shaping environmental burdens, benefits, and activism. offered online only."
SEHE002,"4 units, lecture, 3 hours; discussion, 1 hour. introduces theories and methodologies for the study of community health as well as global and local health inequities. identifies health disparities trends, patterns, and causes in the united states and globally including historical, social, and structural factors. considers policies and interventions addressing health disparities including community-engaged research. offered online only."
SEHE110,"4 units, lecture, 3 hours; research, 1 hour; extra reading, 1 hour; activity, 1 hour. prerequisite(s):  restricted to class level standing of junior, or  senior;  or consent of instructor. interdisciplinary cross-examination of environmental challenges, social inequities, human health consequences, and environmental justice activisms focusing on southern california. investigates the historical contribution of regional industrial developments and racial stratification to poor environmental health. examines the spatial distribution of environmental and health burdens using california's mapping and indexing tools."
